1	-3.54220084054e-07	6.07881175507e-08	2.17783271862e-05	4.33239190803e-06	-2.51803996194e-08	5.4430867474e-08	2.18295238696e-05	4.29425021608e-06	-4.60850842712e-08	9.54677097792e-09	2.18290101833e-05	4.32615235246e-06	1.10444161197e-07	1.13224266695e-08	2.1775082115e-05	4.32530276085e-06	3.90805533194e-08	1.31108526212e-08	2.17554475966e-05	4.33041056163e-06	-2.08357130139e-08	7.93746348086e-09	2.18033220411e-05	4.32571472194e-06	-4.25584717065e-08	5.88226163591e-09	2.17774657586e-05	4.33956934824e-06	3.57315744639e-08	5.20946375485e-09	2.17229885389e-05	4.33790478896e-06	6.2521106312e-08	-2.65430486406e-08	2.17951901263e-05	4.33252851919e-06	-4.98571429452e-09	5.96124354893e-09	2.1725209159e-05	4.33971501491e-06	-4.62352096441e-07	-2.60701839719e-08	2.20808584195e-05	4.30507274841e-06	
1	-3.54182423626e-07	6.35101097702e-08	2.17848508432e-05	4.33615611619e-06	-2.59691126129e-08	5.59379062683e-08	2.2078540486e-05	4.43959676703e-06	-4.67029374552e-08	1.03282453042e-08	2.20368507945e-05	4.46212281186e-06	1.11361407092e-07	1.07473867992e-08	2.1926007382e-05	4.43673728013e-06	3.9212869884e-08	1.32761588917e-08	2.18320333727e-05	4.39530934602e-06	-2.07953624174e-08	8.02203940566e-09	2.1800912412e-05	4.32404809674e-06	-4.23883863245e-08	6.00585972156e-09	2.17230996234e-05	4.29039092913e-06	3.57027266105e-08	5.39927614918e-09	2.16636609296e-05	4.29267572206e-06	6.25632290793e-08	-2.63427866973e-08	2.1759407063e-05	4.31048441854e-06	-4.8899671668e-09	6.14569789429e-09	2.17111315668e-05	4.33235472081e-06	-4.62276890316e-07	-2.60096739665e-08	2.20771234965e-05	4.30336498388e-06	
1	-3.49286216434e-07	6.50890759994e-08	2.17727948435e-05	4.32872609618e-06	-2.59691126129e-08	5.59379062683e-08	2.2078540486e-05	4.43959676703e-06	-4.66978904914e-08	1.02647934713e-08	2.20395680528e-05	4.46348587239e-06	1.11447513944e-07	1.05691350803e-08	2.19364973424e-05	4.44273418879e-06	3.92322910543e-08	1.31430717071e-08	2.18579663136e-05	4.4132516935e-06	-2.09619523265e-08	8.09469250927e-09	2.18389606211e-05	4.35659567713e-06	-4.24701868498e-08	5.96443744414e-09	2.17400520393e-05	4.30643765128e-06	3.55540400655e-08	5.38310611681e-09	2.16099129902e-05	4.24409896789e-06	6.21252972036e-08	-2.5409581895e-08	2.16091807632e-05	4.19710749131e-06	-4.89499284211e-09	6.95258162686e-09	2.14722732986e-05	4.1816460532e-06	-4.56651223579e-07	-2.58110663297e-08	2.17705018292e-05	4.141258852e-06	
2	-1.19793585406e-07	3.72499285691e-08	2.12174173779e-05	4.24991008048e-06	1.09130087622e-07	4.52185238032e-08	2.16562407178e-05	4.28890283278e-06	-1.04956580702e-07	2.62466407521e-08	2.13668603244e-05	4.28839635535e-06	2.45992561314e-08	-4.26470365631e-10	2.14427580826e-05	4.26809986356e-06	1.17954476999e-07	3.90220368e-09	2.12585366856e-05	4.23822597514e-06	-4.85237964504e-08	1.10538594229e-08	2.12321992494e-05	4.23298362006e-06	-1.63770028485e-08	6.98678719398e-09	2.11730516906e-05	4.22250160939e-06	2.99585081431e-08	3.24461710879e-09	2.11174248694e-05	4.27161942554e-06	-9.75264932334e-10	-1.48680555557e-08	2.11018395715e-05	4.28707613207e-06	-2.11370651611e-07	2.08679666364e-08	2.11213310307e-05	4.32052206794e-06	-1.92326177566e-08	-6.4976144107e-08	2.14246171224e-05	4.30818631989e-06	
2	-1.16320938211e-07	3.47509018571e-08	2.12237879956e-05	4.25375778845e-06	1.11961040593e-07	4.40040144169e-08	2.19160043585e-05	4.42673580123e-06	-1.06199570245e-07	2.58776817879e-08	2.15856737018e-05	4.42408422923e-06	2.48426070491e-08	-1.00809751945e-09	2.16039171223e-05	4.3830634727e-06	1.18601673788e-07	3.81364753829e-09	2.13409509141e-05	4.30643173342e-06	-4.84189131646e-08	1.09949292546e-08	2.12289351394e-05	4.23040556478e-06	-1.61597378479e-08	6.68071919404e-09	2.11130010815e-05	4.17057856798e-06	3.00233472393e-08	3.08971041771e-09	2.10528614108e-05	4.22624764964e-06	-7.71493624344e-10	-1.47397362278e-08	2.10631329801e-05	4.26597385107e-06	-2.1104260407e-07	2.08928188731e-08	2.11064316938e-05	4.31413691421e-06	-1.91572879296e-08	-6.48547858782e-08	2.14208900362e-05	4.30684964143e-06	
2	-1.12181318826e-07	4.06163383472e-08	2.12121566395e-05	4.24836395638e-06	1.11961040593e-07	4.40040144169e-08	2.19160043585e-05	4.42673580123e-06	-1.06206124991e-07	2.59204081862e-08	2.15887322405e-05	4.42557644546e-06	2.49648208082e-08	-1.06796611044e-09	2.1615511141e-05	4.38956515146e-06	1.18821315749e-07	3.82452597755e-09	2.13697422894e-05	4.32600800362e-06	-4.83936068574e-08	1.12062835152e-08	2.12712916072e-05	4.26611836917e-06	-1.60940089861e-08	6.73522286539e-09	2.11325672325e-05	4.18844355727e-06	2.99691264022e-08	3.06408536401e-09	2.09954897833e-05	4.17809826627e-06	-1.02503242284e-09	-1.3697993811e-08	2.09023345961e-05	4.15644141477e-06	-2.08540064489e-07	2.06115691846e-08	2.08534050973e-05	4.17541364997e-06	-1.76387846316e-08	-5.99838112411e-08	2.11037174151e-05	4.16357998436e-06	
3	1.54243652744e-07	3.33967658348e-08	2.06291602842e-05	4.26943301499e-06	3.25321009156e-07	5.82548841384e-08	2.09189230042e-05	4.21320525508e-06	-1.84199205139e-07	-2.98325714797e-08	2.09327146486e-05	4.18217446448e-06	5.70527989434e-08	-3.91241663051e-09	2.07762973054e-05	4.19726736392e-06	7.78935027909e-08	-6.95174802807e-09	2.06814109097e-05	4.20342898274e-06	-2.51909898595e-08	7.29919597622e-09	2.06208743874e-05	4.2219461438e-06	-1.72612261385e-08	-8.07440693037e-10	2.05552108333e-05	4.26958538627e-06	5.10256771639e-08	-4.13966398508e-09	2.05196016415e-05	4.33544961365e-06	-1.76983880799e-07	2.16860943742e-08	2.06260322208e-05	4.40700645467e-06	-9.7620561598e-09	1.91602807753e-08	2.07286994289e-05	4.46738010192e-06	5.63480227847e-08	-2.7359848613e-08	2.08588485657e-05	4.50664183872e-06	
3	1.59032135996e-07	3.01387236987e-08	2.06384972484e-05	4.2761622198e-06	3.30809944794e-07	5.84768350343e-08	2.12090323123e-05	4.37415848228e-06	-1.85320957412e-07	-3.33431411155e-08	2.11832004232e-05	4.33514729274e-06	5.75158306438e-08	-3.98527395488e-09	2.09603178644e-05	4.32889675926e-06	7.85307468537e-08	-7.14404169386e-09	2.0775779725e-05	4.28114969184e-06	-2.52514409671e-08	7.30316705856e-09	2.06178159772e-05	4.2200105874e-06	-1.74794997886e-08	-8.41323905184e-10	2.04897305116e-05	4.21666212656e-06	5.05910995862e-08	-4.17431223226e-09	2.04508134934e-05	4.29053118734e-06	-1.76797298985e-07	2.20413526072e-08	2.05860694834e-05	4.38679028898e-06	-9.94885380949e-09	1.90973270943e-08	2.07137656202e-05	4.46106211028e-06	5.63825650812e-08	-2.7291865194e-08	2.08551446109e-05	4.50524561592e-06	
3	1.59095439443e-07	3.40306234691e-08	2.06268656189e-05	4.27067842587e-06	3.30809944794e-07	5.84768350343e-08	2.12090323123e-05	4.37415848228e-06	-1.85410872529e-07	-3.34535802116e-08	2.11865072116e-05	4.33677222575e-06	5.74486853763e-08	-4.02808505565e-09	2.09731661104e-05	4.33619378954e-06	7.85920044807e-08	-7.17211178022e-09	2.08080475067e-05	4.30309337217e-06	-2.53835311214e-08	7.49985229404e-09	2.06648174411e-05	4.25836469781e-06	-1.74914477371e-08	-8.25767561361e-10	2.051044591e-05	4.23459444465e-06	5.02282237249e-08	-4.20081371657e-09	2.03881319087e-05	4.2409298981e-06	-1.758649168e-07	2.26873609807e-08	2.04160044911e-05	4.27629118109e-06	-1.12958559117e-08	1.83055991846e-08	2.04530134625e-05	4.31704644386e-06	5.74632051667e-08	-2.32586656991e-08	2.05385792802e-05	4.35086370852e-06	
5	4.91469846779e-07	-1.006549744e-07	2.05943358488e-05	4.34208568631e-06	3.77676147399e-07	-6.99412377302e-08	2.06784508267e-05	4.28122304019e-06	7.7854776374e-08	-2.21510706132e-08	2.08187917165e-05	4.27054927148e-06	-1.08549904075e-07	-1.8255207346e-08	2.05928285327e-05	4.27474262324e-06	7.00731038397e-08	8.18867381934e-09	2.05537736112e-05	4.27459698129e-06	-1.99012527856e-08	-3.14682226963e-09	2.05590974142e-05	4.29481624423e-06	-1.61813777714e-08	-1.68996159969e-08	2.05383518952e-05	4.34797519668e-06	-3.06118030404e-09	-3.18735854826e-09	2.05871541647e-05	4.40288567853e-06	-6.12226600922e-08	3.53662282514e-08	2.06487244359e-05	4.46223982826e-06	-9.35931272777e-08	-6.41902515207e-09	2.0919882204e-05	4.52610299853e-06	2.68375321473e-07	-4.20953881395e-09	2.08076078728e-05	4.55991015322e-06	
