0	3.92690554069e-07	6.58499449095e-09	2.17658197861e-05	4.3345655016e-06	2.92149691571e-07	-3.08529839416e-08	2.20692449126e-05	4.25746764071e-06	5.17344931431e-08	3.66310925639e-08	2.17700142673e-05	4.34760918201e-06	2.85369669436e-08	2.19488658313e-08	2.17968912478e-05	4.34002798562e-06	5.84852240775e-08	5.10860825529e-09	2.17992573696e-05	4.33935821874e-06	5.92097444104e-08	-1.48636118902e-09	2.17053523523e-05	4.3328687391e-06	-3.20054625824e-08	-3.40063992576e-09	2.17378730455e-05	4.32514207636e-06	-5.61815480949e-08	1.92523491214e-08	2.17988944471e-05	4.3393726834e-06	-1.53957198603e-08	-1.72313565061e-08	2.17386228441e-05	4.34156355698e-06	-3.12693669803e-08	5.89183759473e-09	2.19315747216e-05	4.34103123851e-06	3.74265314414e-08	-2.92764173131e-08	2.158396444e-05	4.34117802345e-06	
0	4.32791012141e-07	-6.34185812478e-09	2.17070099872e-05	4.30028404554e-06	3.21195640308e-07	-5.25564482253e-08	2.33974843177e-05	5.20406282621e-06	5.76043989123e-08	4.08825023708e-08	2.2812700703e-05	5.1147704622e-06	3.03073604986e-08	2.42744349157e-08	2.24937588348e-05	4.86008418923e-06	6.02154848626e-08	5.72092895234e-09	2.20789349118e-05	4.56159248529e-06	5.88379844386e-08	-1.23485165973e-09	2.15604972364e-05	4.21806689733e-06	-3.21201475682e-08	-2.77253984009e-09	2.13400374938e-05	4.00606837792e-06	-5.51564169907e-08	1.78280490405e-08	2.14190491722e-05	4.08063623818e-06	-1.45280334635e-08	-1.6020493426e-08	2.15205714668e-05	4.21913461521e-06	-3.11164874655e-08	6.47918309101e-09	2.18497116789e-05	4.30191453519e-06	3.75512286086e-08	-2.89426233439e-08	2.15632776988e-05	4.33210437938e-06	
0	4.27749497208e-07	-4.6360238339e-09	2.17683292673e-05	4.34465645625e-06	3.21195640308e-07	-5.25564482253e-08	2.33974843177e-05	5.20406282621e-06	5.81367865041e-08	4.07119971487e-08	2.28317627659e-05	5.1245908044e-06	3.07904797573e-08	2.35319084101e-08	2.25678387094e-05	4.8980241847e-06	6.13354825957e-08	4.82132663201e-09	2.22666935945e-05	4.67044161406e-06	6.02473465374e-08	-3.02869746412e-09	2.18600234332e-05	4.42731350913e-06	-3.21322245528e-08	-3.53518093727e-09	2.1575646226e-05	4.18702265109e-06	-5.53909154941e-08	1.64098320826e-08	2.13232255262e-05	3.98894699268e-06	-1.58260735155e-08	-1.45376157908e-08	2.09577253982e-05	3.81727450781e-06	-3.73367096184e-08	8.82800138678e-09	2.08665023765e-05	3.70079162669e-06	3.67296846857e-08	-2.52811470765e-08	2.02502765841e-05	3.64802866093e-06	
1	-4.02497548172e-07	1.59080257853e-08	2.01095234274e-05	4.10755265996e-06	-3.72849165221e-07	1.57846738617e-08	2.16480560969e-05	4.87474735019e-06	-1.47383065767e-07	-1.25369094612e-09	2.10659247027e-05	4.72817001247e-06	-3.86238089235e-08	-1.60854118409e-08	2.08011899663e-05	4.49161909117e-06	-6.34879856932e-08	9.93597693684e-11	2.05195472451e-05	4.26751277127e-06	-4.21033464838e-08	-2.22165784116e-09	2.0189874262e-05	4.08918508534e-06	2.46690359794e-08	6.61703498378e-11	1.99257418389e-05	3.95594107052e-06	8.45267873955e-08	-2.88754365987e-09	1.97146384728e-05	3.9108070352e-06	-4.30063406191e-08	1.04513655684e-08	1.94530275487e-05	3.93627275619e-06	1.97257491929e-07	-1.81758422432e-08	1.9351084252e-05	4.02918074358e-06	-1.49715076748e-09	3.01306027673e-08	1.90839646883e-05	4.197107732e-06	
1	-4.3255032722e-07	9.39874982605e-09	2.00611439649e-05	4.08105621923e-06	-3.96578115453e-07	7.95335780105e-09	2.29402845861e-05	5.66452644137e-06	-1.57427753437e-07	6.37194791633e-09	2.20787543346e-05	5.36095631802e-06	-3.64453011774e-08	-1.84710580859e-08	2.14802215294e-05	4.92989907949e-06	-6.31417719587e-08	-7.01866185229e-11	2.07938117065e-05	4.45299767439e-06	-4.11454694422e-08	-2.95030987645e-09	2.00518508881e-05	3.96831614131e-06	2.46901000478e-08	-8.39806588285e-10	1.95403127495e-05	3.65054790684e-06	8.40130883895e-08	-1.72223550241e-09	1.9346977014e-05	3.70003929463e-06	-4.31780116572e-08	7.35727859888e-09	1.92424785298e-05	3.86825590261e-06	1.97767854759e-07	-1.8288833874e-08	1.9272541216e-05	4.02069621365e-06	-1.10494728979e-09	3.00585960553e-08	1.90638473949e-05	4.19903200739e-06	
1	-4.38397328465e-07	5.17136069068e-10	2.01162535828e-05	4.1261090469e-06	-3.96578115453e-07	7.95335780105e-09	2.29402845861e-05	5.66452644137e-06	-1.57704495547e-07	6.48254932758e-09	2.20957388127e-05	5.36431320864e-06	-3.68439702614e-08	-1.82038502759e-08	2.15474188466e-05	4.94849324083e-06	-6.32719918861e-08	3.78679823426e-10	2.09687715602e-05	4.52634375488e-06	-4.14366420273e-08	-2.77344448167e-09	2.03323875105e-05	4.1440782151e-06	2.55004230686e-08	-1.34081567958e-09	1.97587599248e-05	3.81785093524e-06	8.36577252606e-08	6.47978025983e-10	1.92429559699e-05	3.62075713485e-06	-4.26079685814e-08	3.53199248467e-09	1.86858779436e-05	3.57136928715e-06	1.90813805456e-07	-1.06257603099e-08	1.83121947767e-05	3.68213046873e-06	7.39015058698e-11	1.44664493535e-08	1.77893852308e-05	3.96891336216e-06	
2	3.5313579386e-07	-3.28214665316e-08	1.74039176781e-05	3.91339149209e-06	3.96813527509e-07	1.66953049837e-08	1.94104280877e-05	4.71977204689e-06	2.22261749689e-07	-3.2173124409e-08	1.88213296012e-05	4.41843186793e-06	6.85116443242e-08	-1.42838395494e-09	1.84005730052e-05	4.11137939387e-06	-1.28656730113e-08	5.07049020637e-09	1.78900772308e-05	3.85615437946e-06	4.11700738525e-08	2.58759897846e-09	1.75127808478e-05	3.72848179798e-06	7.63878570719e-09	6.72377035548e-09	1.71569315411e-05	3.72440384174e-06	-1.00758396871e-07	-2.22599993578e-08	1.68028953912e-05	3.9006557586e-06	4.89066982748e-08	1.33041972469e-08	1.6603283047e-05	4.19244045723e-06	-1.85647460155e-07	3.09433071578e-09	1.64528107889e-05	4.61490259473e-06	-1.32895155458e-07	-2.44356512967e-08	1.63017153264e-05	5.06840962739e-06	
2	3.98550282422e-07	-2.96561800946e-08	1.73614341442e-05	3.87829369826e-06	4.21240197606e-07	3.6742431028e-08	2.05655480728e-05	5.12300557222e-06	2.37167782878e-07	-4.0300897915e-08	1.9736942077e-05	4.80083372437e-06	6.99456118567e-08	-6.51804760406e-09	1.90163430606e-05	4.42805771007e-06	-1.29263250348e-08	4.21756218595e-09	1.81403692264e-05	4.0134977445e-06	4.13131695058e-08	1.87843584978e-09	1.73831634959e-05	3.62217883124e-06	8.43793329033e-09	6.08436055881e-09	1.67981517072e-05	3.45684499824e-06	-9.75869977374e-08	-2.27316257391e-08	1.64649501498e-05	3.74733873121e-06	4.85535015932e-08	1.29922200379e-08	1.64156760032e-05	4.16390891626e-06	-1.84892228933e-07	2.13083065443e-09	1.63846394151e-05	4.62144212505e-06	-1.32702362604e-07	-2.41514491514e-08	1.62856055955e-05	5.07252945796e-06	
2	4.20144365403e-07	-9.72887689221e-09	1.74112097253e-05	3.92163575267e-06	4.21240197606e-07	3.6742431028e-08	2.05655480728e-05	5.12300557222e-06	2.37565791265e-07	-4.0026255558e-08	1.97503693074e-05	4.79907907313e-06	7.09661108006e-08	-6.86815409612e-09	1.90727380123e-05	4.43329904838e-06	-1.23220433317e-08	5.00530976848e-09	1.8293180763e-05	4.07139228341e-06	4.24089483332e-08	2.28799718294e-09	1.76374142772e-05	3.8040197062e-06	8.66264553457e-09	6.77465869462e-09	1.69985224471e-05	3.64888550966e-06	-9.70761651925e-08	-2.17648577047e-08	1.63667711449e-05	3.69380611252e-06	4.76842894797e-08	1.40417527274e-08	1.5903825782e-05	3.89617094981e-06	-1.71376865013e-07	-5.6882466428e-09	1.55071540163e-05	4.27328232516e-06	-1.27608544079e-07	-2.33512292176e-10	1.51553911503e-05	4.68054897013e-06	
3	-3.24010817711e-07	3.48179685664e-08	1.506398841e-05	3.99312386323e-06	-2.83241113259e-07	-2.31749996569e-08	1.65796500501e-05	3.97847062523e-06	-1.88664531635e-07	3.27426311695e-08	1.60318490004e-05	3.80445496776e-06	-1.21725142427e-07	1.96056471131e-08	1.56557095308e-05	3.6590162902e-06	-2.95938546589e-08	1.56475868658e-09	1.52307825769e-05	3.61123042429e-06	1.37762854612e-08	-4.8074195517e-09	1.50034033835e-05	3.7004351789e-06	2.31546250041e-08	-1.31426028161e-09	1.48761154954e-05	3.93201438665e-06	5.17451244834e-08	1.23305021835e-08	1.47493690453e-05	4.28558760288e-06	-3.89486685206e-08	-3.56327501378e-09	1.48539800724e-05	4.72273862241e-06	1.1867956221e-07	-8.99137893221e-09	1.50549513652e-05	5.18910958503e-06	1.3080689563e-07	1.042576285e-08	1.55103461212e-05	5.60860909063e-06	
