1 	 -0.968583161129	 1 	 1 	 0 	 0 	 0 	 0 	 0
2 	 -0.0126831842454	 1 	 0 	 1 	 0 	 0 	 0 	 0
1 	 4.87627229735	 1 	 1 	 0 	 0 	 0 	 0 	 0
2 	 -0.968583161129	 1 	 0 	 1 	 0 	 0 	 0 	 0
1 	 -0.912691587404	 1 	 0 	 0 	 1 	 0 	 0 	 0
2 	 -0.00408649074736	 1 	 0 	 0 	 0 	 1 	 0 	 0
1 	 40.8649074736	 1 	 0 	 0 	 1 	 0 	 0 	 0
2 	 -0.912691587404	 1 	 0 	 0 	 0 	 1 	 0 	 0
1 	 0.984208632958	 1 	 0 	 0 	 0 	 0 	 1 	 0
2 	 2.23356485523	 1 	 0 	 0 	 0 	 0 	 0 	 1
1 	 -0.00707002843671	 1 	 0 	 0 	 0 	 0 	 1 	 0
2 	 1	 1 	 0 	 0 	 0 	 0 	 0 	 1
